Região,Provincia,Ecorregião Marinha,Zona,x,y
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,122.098,-1.075
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,122.993,-0.81
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,123.206,-0.743
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,123.34,-0.81
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,123.45100000000001,-0.8
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,123.77,-0.773
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.116,-0.6629999999999999
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.29700000000001,-0.539
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.29700000000001,-0.539
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.29700000000001,-0.539
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.374,-0.46
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.426,-0.363
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.458,-0.258
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.458,-0.258
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.458,-0.258
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.48,-0.095
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.476,0.375
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.475,0.47600000000000003
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.475,0.496
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.47399999999999,0.511
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.484,0.507
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.587,0.47
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.587,0.47
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.587,0.47
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.65299999999999,0.486
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.699,0.496
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.742,0.507
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,124.897,0.552
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,125.016,0.644
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,125.075,0.6890000000000001
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,125.09200000000001,0.7020000000000001
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,125.171,0.762
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,125.281,0.89
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,125.363,1.046
Banda Sea,Western Coral Triangle,Central Indo-Pacific,Tropical,125.443,1.203
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,146.467,-34.949
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,146.031,-38.931
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,146.053,-39.108000000000004
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,146.091,-39.202
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,146.16299999999998,-39.313
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,146.286,-39.439
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,146.362,-39.484
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,146.542,-39.589
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,146.752,-39.72
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,146.855,-39.786
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,146.997,-39.871
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,147.333,-40.044000000000004
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,147.594,-40.275
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,147.662,-40.381
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,147.826,-40.586
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,148.004,-40.605
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,148.20600000000002,-40.662
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,148.357,-40.698
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,148.52700000000002,-40.671
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,148.796,-40.603
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,151.812,-40.468
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,151.68,-41.321999999999996
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,151.66,-41.79
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,151.691,-42.137
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,151.697,-42.25
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,151.657,-42.763000000000005
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,151.447,-43.516000000000005
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,151.418,-43.66
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,151.19799999999998,-44.093999999999994
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,151.145,-44.336000000000006
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,151.093,-44.44
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,151.054,-44.565
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,150.98,-44.677
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,150.805,-45.00899999999999
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,150.528,-45.353
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,150.358,-45.608000000000004
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,150.303,-45.662
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,149.991,-45.878
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,149.912,-45.931999999999995
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,149.791,-46.004
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,149.267,-46.345
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,148.954,-46.41
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,148.585,-46.623999999999995
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,147.996,-46.801
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,147.931,-46.826
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,147.814,-46.846000000000004
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,147.486,-46.943999999999996
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,146.91299999999998,-46.998000000000005
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,146.834,-47.013999999999996
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,146.445,-46.986999999999995
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,146.097,-46.95
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,145.986,-46.918
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,145.539,-46.88399999999999
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,144.75,-46.666000000000004
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,144.549,-46.533
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,144.47299999999998,-46.481
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.66899999999998,-45.943999999999996
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.498,-45.7
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.451,-45.643
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.373,-45.558
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.329,-45.519
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.122,-45.32
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.017,-45.205
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,142.934,-45.098
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,142.791,-44.924
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,142.72899999999998,-44.841
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,142.674,-44.746
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,142.616,-44.672
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,142.498,-44.453
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,142.439,-44.353
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,142.385,-44.246
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,142.333,-44.159
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,142.179,-43.92100000000001
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,142.067,-43.606
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,142.029,-43.352
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,141.914,-43.165
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,141.775,-42.948
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,141.749,-42.842
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,141.67600000000002,-42.732
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,141.621,-42.57
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,141.533,-42.51
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.97,-41.033
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,144.293,-40.91
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,144.80200000000002,-40.711999999999996
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,144.85299999999998,-40.556999999999995
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,144.808,-40.38
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,144.707,-40.321999999999996
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,144.631,-40.233000000000004
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,144.475,-39.951
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,144.349,-39.76
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,144.241,-39.641
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,144.16899999999998,-39.586
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,144.043,-39.516
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.81799999999998,-39.418
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.746,-39.348
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.692,-39.25
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.665,-39.138000000000005
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.672,-38.749
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.005,-35.113
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.058,-35.099000000000004
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.111,-35.07
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.262,-35.018
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.434,-34.915
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.563,-34.853
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.623,-34.833
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.803,-34.764
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,143.898,-34.73
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,144.404,-34.65
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,144.636,-34.606
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,144.918,-34.571999999999996
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,145.112,-34.580999999999996
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,145.192,-34.592
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,145.411,-34.608000000000004
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,145.726,-34.694
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,145.929,-34.726
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,146.21,-34.828
Bassian,Southeast Australian Shelf,Temperate Australasia,Temperate,146.467,-34.949
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-124.215,76.223
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-122.947,76.025
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-121.405,76.226
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-121.194,76.15
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-120.94,75.997
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-120.484,75.867
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-120.244,75.822
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-119.39299999999999,75.601
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-118.838,75.69
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-118.646,75.652
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-118.631,75.51
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-117.647,75.242
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-117.037,75.32600000000001
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-115.85799999999999,75.307
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-114.99600000000001,75.498
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-113.645,75.862
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-112.41,75.53699999999999
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-111.366,75.41199999999999
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-110.57,75.383
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-109.545,75.24
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-106.74799999999999,75.422
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-106.30799999999999,75.115
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-105.978,75.057
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-104.90100000000001,75.119
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-104.119,75.43
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-103.346,75.755
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-102.90700000000001,75.843
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-102.271,75.918
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-102.14,75.87899999999999
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-101.626,75.65899999999999
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-101.626,75.65899999999999
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-101.626,75.65899999999999
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-102.45700000000001,75.58
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-102.512,75.564
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-102.618,75.532
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-102.618,75.532
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-102.421,75.398
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-102.515,75.355
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-102.515,75.355
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-102.426,75.256
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-101.949,75.104
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-101.54,74.97399999999999
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-101.15100000000001,74.893
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-100.818,74.824
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-100.363,74.59
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-99.76899999999999,74.27199999999999
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-99.745,74.12100000000001
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-99.851,73.946
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-99.20100000000001,72.918
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-99.359,72.52199999999999
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-101.30799999999999,72.53399999999999
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-101.495,72.535
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-101.838,72.336
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-101.945,72.249
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-101.971,72.22800000000001
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-101.971,72.22800000000001
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-100.809,71.605
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-100.71799999999999,71.564
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-100.428,71.433
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-99.804,71.24
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-99.31,71.038
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-98.679,70.781
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-97.93700000000001,70.465
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-97.65899999999999,70.347
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-97.24799999999999,70.212
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-96.876,70.146
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-96.70700000000001,70.1
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-96.464,70.079
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-96.435,70.077
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-94.363,70.479
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-93.78299999999999,70.373
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-93.78299999999999,70.373
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-92.762,69.124
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-92.425,68.712
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-91.639,67.19800000000001
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-93.23700000000001,66.57
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-95.825,64.987
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-97.079,63.468
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-97.971,64.057
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-98.195,64.188
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-98.37799999999999,64.296
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-98.48100000000001,64.368
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-98.931,64.33
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-99.15,64.347
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-99.211,64.34100000000001
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-99.39,64.358
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-99.54299999999999,64.384
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-100.07,64.449
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-100.215,64.46
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-100.305,64.456
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-100.44200000000001,64.425
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-100.70200000000001,64.404
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-100.809,64.38600000000001
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-100.956,64.35300000000001
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-101.054,64.346
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-101.529,64.314
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-101.915,64.333
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-102.227,64.321
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-102.42,64.355
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-102.53,64.374
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-102.60700000000001,64.378
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-102.85600000000001,64.44
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-102.988,64.454
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-103.087,64.468
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-103.175,64.476
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-103.27,64.49
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-103.676,64.604
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-103.81,64.639
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-103.93799999999999,64.657
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-104.051,64.655
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-104.135,64.653
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-104.37799999999999,64.664
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-104.845,63.968
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-104.956,63.888999999999996
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-105.015,63.809
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-105.514,63.498999999999995
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-105.834,63.29
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-105.932,63.24100000000001
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-106.545,63.053000000000004
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-106.98299999999999,63.008
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-107.10799999999999,62.989
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-107.228,62.983000000000004
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-107.594,63.001999999999995
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-107.787,63.05
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-108.061,63.085
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-108.54799999999999,63.248000000000005
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-108.67299999999999,63.318000000000005
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-108.75399999999999,63.341
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-108.904,63.433
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-109.031,63.507
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-109.088,63.533
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-109.15799999999999,63.551
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-109.478,63.723
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-109.587,63.786
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-109.67299999999999,63.806999999999995
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-109.95299999999999,63.998000000000005
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-110.06700000000001,64.071
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-110.402,64.252
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-110.611,64.425
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-110.915,64.403
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-111.00299999999999,64.396
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-111.445,64.365
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-111.561,64.348
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-111.89399999999999,64.314
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-112.075,64.33
Beaufort-Amundsen-Viscount Melville-Queen Maud,Arctic,Arctic,Polar,-112.24700000000001,64.321
